Country Name,Country Code,Series Name,year_TB,Battle_death_values
Ethiopia,ETH,Battle-related deaths (number of people),1999 (YR1999),30704
Ethiopia,ETH,Battle-related deaths (number of people),2000 (YR2000),48257
Ethiopia,ETH,Battle-related deaths (number of people),2001 (YR2001),40
Ethiopia,ETH,Battle-related deaths (number of people),2002 (YR2002),50
Ethiopia,ETH,Battle-related deaths (number of people),2003 (YR2003),50
Ethiopia,ETH,Battle-related deaths (number of people),2004 (YR2004),50
Ethiopia,ETH,Battle-related deaths (number of people),2005 (YR2005),83
Ethiopia,ETH,Battle-related deaths (number of people),2006 (YR2006),50
Ethiopia,ETH,Battle-related deaths (number of people),2007 (YR2007),177
Ethiopia,ETH,Battle-related deaths (number of people),2008 (YR2008),50
Ethiopia,ETH,Battle-related deaths (number of people),2009 (YR2009),515
Ethiopia,ETH,Battle-related deaths (number of people),2010 (YR2010),151
Ethiopia,ETH,Battle-related deaths (number of people),2011 (YR2011),51
Ethiopia,ETH,Battle-related deaths (number of people),2012 (YR2012),50
Ethiopia,ETH,Battle-related deaths (number of people),2013 (YR2013),77
Ethiopia,ETH,Battle-related deaths (number of people),2014 (YR2014),25
Ethiopia,ETH,Battle-related deaths (number of people),2015 (YR2015),49
Ethiopia,ETH,Battle-related deaths (number of people),2016 (YR2016),50
Ethiopia,ETH,Battle-related deaths (number of people),2019 (YR2019),67
Ethiopia,ETH,Battle-related deaths (number of people),2020 (YR2020),1624
Ethiopia,ETH,Battle-related deaths (number of people),2021 (YR2021),9070
Ethiopia,ETH,Battle-related deaths (number of people),2022 (YR2022),101076
Europe & Central Asia (IDA & IBRD countries),TEC,Battle-related deaths (number of people),2022 (YR2022),82088
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2009 (YR2009),12753
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2011 (YR2011),19566
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2012 (YR2012),68102
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2013 (YR2013),89800
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2014 (YR2014),108597
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2015 (YR2015),98085
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2016 (YR2016),85606
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2017 (YR2017),67557
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2018 (YR2018),51785
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2019 (YR2019),49956
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2020 (YR2020),43684
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2021 (YR2021),82072
Fragile and conflict affected situations,FCS,Battle-related deaths (number of people),2022 (YR2022),201611
France,FRA,Battle-related deaths (number of people),1992 (YR1992),0
France,FRA,Battle-related deaths (number of people),1996 (YR1996),0
France,FRA,Battle-related deaths (number of people),2015 (YR2015),3
France,FRA,Battle-related deaths (number of people),2017 (YR2017),2
France,FRA,Battle-related deaths (number of people),2018 (YR2018),4
Georgia,GEO,Battle-related deaths (number of people),1991 (YR1991),52
Georgia,GEO,Battle-related deaths (number of people),1992 (YR1992),771
Georgia,GEO,Battle-related deaths (number of people),1993 (YR1993),1763
Georgia,GEO,Battle-related deaths (number of people),2002 (YR2002),0
Georgia,GEO,Battle-related deaths (number of people),2004 (YR2004),27
Georgia,GEO,Battle-related deaths (number of people),2008 (YR2008),621
Germany,DEU,Battle-related deaths (number of people),1989 (YR1989),3
Germany,DEU,Battle-related deaths (number of people),1990 (YR1990),1
Guatemala,GTM,Battle-related deaths (number of people),1989 (YR1989),82
Guatemala,GTM,Battle-related deaths (number of people),1990 (YR1990),83
Guatemala,GTM,Battle-related deaths (number of people),1991 (YR1991),72
Guatemala,GTM,Battle-related deaths (number of people),1992 (YR1992),67
Guatemala,GTM,Battle-related deaths (number of people),1993 (YR1993),58
Guatemala,GTM,Battle-related deaths (number of people),1994 (YR1994),37
Guatemala,GTM,Battle-related deaths (number of people),1995 (YR1995),27
Guinea,GIN,Battle-related deaths (number of people),2000 (YR2000),217
Guinea,GIN,Battle-related deaths (number of people),2001 (YR2001),430
Guinea-Bissau,GNB,Battle-related deaths (number of people),1992 (YR1992),2
Guinea-Bissau,GNB,Battle-related deaths (number of people),1998 (YR1998),505
Guinea-Bissau,GNB,Battle-related deaths (number of people),1999 (YR1999),199
Guinea-Bissau,GNB,Battle-related deaths (number of people),2000 (YR2000),0
Haiti,HTI,Battle-related deaths (number of people),1989 (YR1989),48
Haiti,HTI,Battle-related deaths (number of people),1991 (YR1991),160
Haiti,HTI,Battle-related deaths (number of people),2004 (YR2004),207
IBRD only,IBD,Battle-related deaths (number of people),2008 (YR2008),6247
IBRD only,IBD,Battle-related deaths (number of people),2009 (YR2009),5118
IBRD only,IBD,Battle-related deaths (number of people),2015 (YR2015),15540
IDA & IBRD total,IBT,Battle-related deaths (number of people),2009 (YR2009),33907
IDA & IBRD total,IBT,Battle-related deaths (number of people),2015 (YR2015),103524
IDA blend,IDB,Battle-related deaths (number of people),2004 (YR2004),547
IDA blend,IDB,Battle-related deaths (number of people),2009 (YR2009),7321
IDA blend,IDB,Battle-related deaths (number of people),2011 (YR2011),3190
IDA blend,IDB,Battle-related deaths (number of people),2012 (YR2012),3858
IDA blend,IDB,Battle-related deaths (number of people),2013 (YR2013),3475
IDA blend,IDB,Battle-related deaths (number of people),2014 (YR2014),7976
IDA blend,IDB,Battle-related deaths (number of people),2015 (YR2015),7735
IDA blend,IDB,Battle-related deaths (number of people),2016 (YR2016),3590
IDA blend,IDB,Battle-related deaths (number of people),2017 (YR2017),2763
IDA blend,IDB,Battle-related deaths (number of people),2018 (YR2018),2219
IDA blend,IDB,Battle-related deaths (number of people),2019 (YR2019),2347
IDA blend,IDB,Battle-related deaths (number of people),2020 (YR2020),2897
IDA blend,IDB,Battle-related deaths (number of people),2021 (YR2021),3071
IDA blend,IDB,Battle-related deaths (number of people),2022 (YR2022),2633
IDA only,IDX,Battle-related deaths (number of people),2020 (YR2020),39560
IDA only,IDX,Battle-related deaths (number of people),2022 (YR2022),117620
IDA total,IDA,Battle-related deaths (number of people),2016 (YR2016),74889
IDA total,IDA,Battle-related deaths (number of people),2020 (YR2020),42457
IDA total,IDA,Battle-related deaths (number of people),2022 (YR2022),120253
India,IND,Battle-related deaths (number of people),1989 (YR1989),1002
India,IND,Battle-related deaths (number of people),1990 (YR1990),2326
India,IND,Battle-related deaths (number of people),1991 (YR1991),3153
India,IND,Battle-related deaths (number of people),1992 (YR1992),3078
India,IND,Battle-related deaths (number of people),1993 (YR1993),1503
India,IND,Battle-related deaths (number of people),1994 (YR1994),1178
India,IND,Battle-related deaths (number of people),1995 (YR1995),836
India,IND,Battle-related deaths (number of people),1996 (YR1996),833
India,IND,Battle-related deaths (number of people),1997 (YR1997),950
India,IND,Battle-related deaths (number of people),1998 (YR1998),881
India,IND,Battle-related deaths (number of people),1999 (YR1999),2041
India,IND,Battle-related deaths (number of people),2000 (YR2000),2891
India,IND,Battle-related deaths (number of people),2001 (YR2001),1231
India,IND,Battle-related deaths (number of people),2002 (YR2002),1902
India,IND,Battle-related deaths (number of people),2003 (YR2003),1727
India,IND,Battle-related deaths (number of people),2004 (YR2004),1613
India,IND,Battle-related deaths (number of people),2005 (YR2005),1382
India,IND,Battle-related deaths (number of people),2006 (YR2006),1373
India,IND,Battle-related deaths (number of people),2007 (YR2007),1086
India,IND,Battle-related deaths (number of people),2008 (YR2008),1083
India,IND,Battle-related deaths (number of people),2009 (YR2009),1115
India,IND,Battle-related deaths (number of people),2010 (YR2010),1028
India,IND,Battle-related deaths (number of people),2011 (YR2011),439
India,IND,Battle-related deaths (number of people),2012 (YR2012),416
India,IND,Battle-related deaths (number of people),2013 (YR2013),405
India,IND,Battle-related deaths (number of people),2014 (YR2014),473
India,IND,Battle-related deaths (number of people),2015 (YR2015),504
India,IND,Battle-related deaths (number of people),2016 (YR2016),637
India,IND,Battle-related deaths (number of people),2017 (YR2017),665
India,IND,Battle-related deaths (number of people),2018 (YR2018),824
India,IND,Battle-related deaths (number of people),2019 (YR2019),594
India,IND,Battle-related deaths (number of people),2020 (YR2020),584
India,IND,Battle-related deaths (number of people),2021 (YR2021),430
India,IND,Battle-related deaths (number of people),2022 (YR2022),310
Indonesia,IDN,Battle-related deaths (number of people),1990 (YR1990),72
Indonesia,IDN,Battle-related deaths (number of people),1991 (YR1991),58
Indonesia,IDN,Battle-related deaths (number of people),1992 (YR1992),39
Indonesia,IDN,Battle-related deaths (number of people),1997 (YR1997),51
Indonesia,IDN,Battle-related deaths (number of people),1998 (YR1998),30
Indonesia,IDN,Battle-related deaths (number of people),1999 (YR1999),213
Indonesia,IDN,Battle-related deaths (number of people),2000 (YR2000),286
Indonesia,IDN,Battle-related deaths (number of people),2001 (YR2001),278
Indonesia,IDN,Battle-related deaths (number of people),2002 (YR2002),466
Indonesia,IDN,Battle-related deaths (number of people),2003 (YR2003),868
Indonesia,IDN,Battle-related deaths (number of people),2004 (YR2004),935
Indonesia,IDN,Battle-related deaths (number of people),2005 (YR2005),213
Indonesia,IDN,Battle-related deaths (number of people),2018 (YR2018),25
Indonesia,IDN,Battle-related deaths (number of people),2021 (YR2021),51
Indonesia,IDN,Battle-related deaths (number of people),2022 (YR2022),46
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),1990 (YR1990),31
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),1991 (YR1991),44
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),1993 (YR1993),143
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),1996 (YR1996),34
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),1997 (YR1997),37
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),1999 (YR1999),19
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2000 (YR2000),40
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2001 (YR2001),112
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2005 (YR2005),28
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2006 (YR2006),52
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2007 (YR2007),86
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2008 (YR2008),117
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2009 (YR2009),133
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2010 (YR2010),74
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2011 (YR2011),219
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2016 (YR2016),22
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2017 (YR2017),27
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2018 (YR2018),60
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2019 (YR2019),31
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2020 (YR2020),212
"Iran, Islamic Rep.",IRN,Battle-related deaths (number of people),2021 (YR2021),27
Iraq,IRQ,Battle-related deaths (number of people),1989 (YR1989),50
Iraq,IRQ,Battle-related deaths (number of people),1990 (YR1990),94
Iraq,IRQ,Battle-related deaths (number of people),1991 (YR1991),23044
Iraq,IRQ,Battle-related deaths (number of people),1992 (YR1992),327
Iraq,IRQ,Battle-related deaths (number of people),1993 (YR1993),118
Iraq,IRQ,Battle-related deaths (number of people),1994 (YR1994),219
Iraq,IRQ,Battle-related deaths (number of people),1995 (YR1995),753
Iraq,IRQ,Battle-related deaths (number of people),1996 (YR1996),597
Iraq,IRQ,Battle-related deaths (number of people),1997 (YR1997),2060
Iraq,IRQ,Battle-related deaths (number of people),1998 (YR1998),49
Iraq,IRQ,Battle-related deaths (number of people),1999 (YR1999),271
Iraq,IRQ,Battle-related deaths (number of people),2000 (YR2000),53
Iraq,IRQ,Battle-related deaths (number of people),2001 (YR2001),36
Iraq,IRQ,Battle-related deaths (number of people),2002 (YR2002),26
Iraq,IRQ,Battle-related deaths (number of people),2003 (YR2003),7927
Iraq,IRQ,Battle-related deaths (number of people),2004 (YR2004),4095
Iraq,IRQ,Battle-related deaths (number of people),2005 (YR2005),2608
Iraq,IRQ,Battle-related deaths (number of people),2006 (YR2006),3928
Iraq,IRQ,Battle-related deaths (number of people),2007 (YR2007),2217
Iraq,IRQ,Battle-related deaths (number of people),2008 (YR2008),2233
Iraq,IRQ,Battle-related deaths (number of people),2009 (YR2009),1045
Iraq,IRQ,Battle-related deaths (number of people),2010 (YR2010),1118
Iraq,IRQ,Battle-related deaths (number of people),2011 (YR2011),1077
Iraq,IRQ,Battle-related deaths (number of people),2012 (YR2012),638
Iraq,IRQ,Battle-related deaths (number of people),2013 (YR2013),1882
Iraq,IRQ,Battle-related deaths (number of people),2014 (YR2014),13168
Iraq,IRQ,Battle-related deaths (number of people),2015 (YR2015),10138
Iraq,IRQ,Battle-related deaths (number of people),2016 (YR2016),9622
Iraq,IRQ,Battle-related deaths (number of people),2017 (YR2017),10211
Iraq,IRQ,Battle-related deaths (number of people),2018 (YR2018),1268
Iraq,IRQ,Battle-related deaths (number of people),2019 (YR2019),739
Iraq,IRQ,Battle-related deaths (number of people),2020 (YR2020),857
Iraq,IRQ,Battle-related deaths (number of people),2021 (YR2021),809
Iraq,IRQ,Battle-related deaths (number of people),2022 (YR2022),828
Israel,ISR,Battle-related deaths (number of people),1989 (YR1989),5
Israel,ISR,Battle-related deaths (number of people),1990 (YR1990),18
Israel,ISR,Battle-related deaths (number of people),1991 (YR1991),16
Israel,ISR,Battle-related deaths (number of people),1992 (YR1992),31
Israel,ISR,Battle-related deaths (number of people),1993 (YR1993),49
Israel,ISR,Battle-related deaths (number of people),1994 (YR1994),44
Israel,ISR,Battle-related deaths (number of people),1995 (YR1995),35
Israel,ISR,Battle-related deaths (number of people),1996 (YR1996),71
Israel,ISR,Battle-related deaths (number of people),2000 (YR2000),77
Israel,ISR,Battle-related deaths (number of people),2001 (YR2001),244
Israel,ISR,Battle-related deaths (number of people),2002 (YR2002),613
Israel,ISR,Battle-related deaths (number of people),2003 (YR2003),308
Israel,ISR,Battle-related deaths (number of people),2004 (YR2004),385
Israel,ISR,Battle-related deaths (number of people),2005 (YR2005),123
Israel,ISR,Battle-related deaths (number of people),2006 (YR2006),617
Israel,ISR,Battle-related deaths (number of people),2007 (YR2007),276
Israel,ISR,Battle-related deaths (number of people),2008 (YR2008),668
Israel,ISR,Battle-related deaths (number of people),2009 (YR2009),696
Israel,ISR,Battle-related deaths (number of people),2010 (YR2010),27
Israel,ISR,Battle-related deaths (number of people),2011 (YR2011),78
Israel,ISR,Battle-related deaths (number of people),2012 (YR2012),235
Israel,ISR,Battle-related deaths (number of people),2014 (YR2014),2378
Israel,ISR,Battle-related deaths (number of people),2018 (YR2018),53
Israel,ISR,Battle-related deaths (number of people),2019 (YR2019),48
Israel,ISR,Battle-related deaths (number of people),2021 (YR2021),269
Israel,ISR,Battle-related deaths (number of people),2022 (YR2022),84
Italy,ITA,Battle-related deaths (number of people),1993 (YR1993),0
Jordan,JOR,Battle-related deaths (number of people),2015 (YR2015),1
Jordan,JOR,Battle-related deaths (number of people),2016 (YR2016),34
Kenya,KEN,Battle-related deaths (number of people),1999 (YR1999),18
Kenya,KEN,Battle-related deaths (number of people),2001 (YR2001),10
Kenya,KEN,Battle-related deaths (number of people),2007 (YR2007),1
Kenya,KEN,Battle-related deaths (number of people),2011 (YR2011),2
Kenya,KEN,Battle-related deaths (number of people),2012 (YR2012),29
Kenya,KEN,Battle-related deaths (number of people),2013 (YR2013),29
Kenya,KEN,Battle-related deaths (number of people),2014 (YR2014),42
Kenya,KEN,Battle-related deaths (number of people),2015 (YR2015),48
Kenya,KEN,Battle-related deaths (number of people),2016 (YR2016),49
Kenya,KEN,Battle-related deaths (number of people),2017 (YR2017),85
Kenya,KEN,Battle-related deaths (number of people),2018 (YR2018),69
Kenya,KEN,Battle-related deaths (number of people),2019 (YR2019),61
Kenya,KEN,Battle-related deaths (number of people),2020 (YR2020),94
Kenya,KEN,Battle-related deaths (number of people),2021 (YR2021),75
Kenya,KEN,Battle-related deaths (number of people),2022 (YR2022),72
Kuwait,KWT,Battle-related deaths (number of people),1990 (YR1990),1058
Kuwait,KWT,Battle-related deaths (number of people),1991 (YR1991),135
Kyrgyz Republic,KGZ,Battle-related deaths (number of people),1999 (YR1999),14
Kyrgyz Republic,KGZ,Battle-related deaths (number of people),2000 (YR2000),174
Kyrgyz Republic,KGZ,Battle-related deaths (number of people),2021 (YR2021),40
Kyrgyz Republic,KGZ,Battle-related deaths (number of people),2022 (YR2022),59
Lao PDR,LAO,Battle-related deaths (number of people),1989 (YR1989),30
Lao PDR,LAO,Battle-related deaths (number of people),1990 (YR1990),249
Late-demographic dividend,LTE,Battle-related deaths (number of people),2008 (YR2008),9720
Late-demographic dividend,LTE,Battle-related deaths (number of people),2009 (YR2009),11378
Late-demographic dividend,LTE,Battle-related deaths (number of people),2015 (YR2015),485
Least developed countries: UN classification,LDC,Battle-related deaths (number of people),2020 (YR2020),34719
Least developed countries: UN classification,LDC,Battle-related deaths (number of people),2022 (YR2022),116556
Lebanon,LBN,Battle-related deaths (number of people),1989 (YR1989),760
Lebanon,LBN,Battle-related deaths (number of people),1990 (YR1990),753
Lebanon,LBN,Battle-related deaths (number of people),1991 (YR1991),40
Lebanon,LBN,Battle-related deaths (number of people),1992 (YR1992),89
Lebanon,LBN,Battle-related deaths (number of people),1993 (YR1993),122
Lebanon,LBN,Battle-related deaths (number of people),1994 (YR1994),82
Lebanon,LBN,Battle-related deaths (number of people),1995 (YR1995),73
Lebanon,LBN,Battle-related deaths (number of people),1996 (YR1996),90
Lebanon,LBN,Battle-related deaths (number of people),1997 (YR1997),82
Lebanon,LBN,Battle-related deaths (number of people),1998 (YR1998),54
Lebanon,LBN,Battle-related deaths (number of people),1999 (YR1999),41
Lebanon,LBN,Battle-related deaths (number of people),2006 (YR2006),588
Lebanon,LBN,Battle-related deaths (number of people),2013 (YR2013),2
Lebanon,LBN,Battle-related deaths (number of people),2014 (YR2014),137
Lebanon,LBN,Battle-related deaths (number of people),2015 (YR2015),76
Lebanon,LBN,Battle-related deaths (number of people),2017 (YR2017),74
Lesotho,LSO,Battle-related deaths (number of people),1998 (YR1998),78
Liberia,LBR,Battle-related deaths (number of people),1989 (YR1989),27
Liberia,LBR,Battle-related deaths (number of people),1990 (YR1990),339
Liberia,LBR,Battle-related deaths (number of people),1993 (YR1993),5
Liberia,LBR,Battle-related deaths (number of people),2000 (YR2000),57
Liberia,LBR,Battle-related deaths (number of people),2001 (YR2001),341
Liberia,LBR,Battle-related deaths (number of people),2002 (YR2002),492
Liberia,LBR,Battle-related deaths (number of people),2003 (YR2003),1787
Libya,LBY,Battle-related deaths (number of people),2011 (YR2011),3762
Libya,LBY,Battle-related deaths (number of people),2013 (YR2013),31
Libya,LBY,Battle-related deaths (number of people),2014 (YR2014),274
Libya,LBY,Battle-related deaths (number of people),2015 (YR2015),275
Libya,LBY,Battle-related deaths (number of people),2016 (YR2016),1727
Libya,LBY,Battle-related deaths (number of people),2017 (YR2017),404
Libya,LBY,Battle-related deaths (number of people),2018 (YR2018),44
Libya,LBY,Battle-related deaths (number of people),2019 (YR2019),1631
Libya,LBY,Battle-related deaths (number of people),2020 (YR2020),668
Low & middle income,LMY,Battle-related deaths (number of people),2009 (YR2009),33211
Low & middle income,LMY,Battle-related deaths (number of people),2015 (YR2015),103440
Low income,LIC,Battle-related deaths (number of people),1994 (YR1994),14102
Low income,LIC,Battle-related deaths (number of people),2013 (YR2013),85979
Low income,LIC,Battle-related deaths (number of people),2015 (YR2015),79620
Low income,LIC,Battle-related deaths (number of people),2016 (YR2016),71140
Low income,LIC,Battle-related deaths (number of people),2019 (YR2019),44717
Low income,LIC,Battle-related deaths (number of people),2020 (YR2020),39374
Low income,LIC,Battle-related deaths (number of people),2021 (YR2021),77444
Low income,LIC,Battle-related deaths (number of people),2022 (YR2022),115400
Lower middle income,LMC,Battle-related deaths (number of people),1989 (YR1989),8725
Lower middle income,LMC,Battle-related deaths (number of people),1990 (YR1990),11972
Lower middle income,LMC,Battle-related deaths (number of people),1991 (YR1991),12925
Lower middle income,LMC,Battle-related deaths (number of people),1993 (YR1993),17912
Lower middle income,LMC,Battle-related deaths (number of people),1994 (YR1994),7945
Lower middle income,LMC,Battle-related deaths (number of people),1995 (YR1995),7966
Lower middle income,LMC,Battle-related deaths (number of people),1996 (YR1996),9117
Lower middle income,LMC,Battle-related deaths (number of people),1997 (YR1997),15620
Lower middle income,LMC,Battle-related deaths (number of people),1998 (YR1998),10681
Lower middle income,LMC,Battle-related deaths (number of people),1999 (YR1999),7384
Lower middle income,LMC,Battle-related deaths (number of people),2000 (YR2000),9252
Lower middle income,LMC,Battle-related deaths (number of people),2001 (YR2001),5446
Lower middle income,LMC,Battle-related deaths (number of people),2003 (YR2003),4564
Lower middle income,LMC,Battle-related deaths (number of people),2004 (YR2004),4685
Lower middle income,LMC,Battle-related deaths (number of people),2005 (YR2005),3355
Lower middle income,LMC,Battle-related deaths (number of people),2006 (YR2006),5468
Lower middle income,LMC,Battle-related deaths (number of people),2009 (YR2009),19713
Lower middle income,LMC,Battle-related deaths (number of people),2011 (YR2011),4853
Lower middle income,LMC,Battle-related deaths (number of people),2012 (YR2012),5271
Lower middle income,LMC,Battle-related deaths (number of people),2013 (YR2013),4703
Lower middle income,LMC,Battle-related deaths (number of people),2014 (YR2014),9477
Lower middle income,LMC,Battle-related deaths (number of people),2015 (YR2015),10341
Lower middle income,LMC,Battle-related deaths (number of people),2016 (YR2016),5421
Lower middle income,LMC,Battle-related deaths (number of people),2017 (YR2017),6208
Lower middle income,LMC,Battle-related deaths (number of people),2018 (YR2018),4242
Lower middle income,LMC,Battle-related deaths (number of people),2019 (YR2019),4470
Lower middle income,LMC,Battle-related deaths (number of people),2020 (YR2020),4563
Lower middle income,LMC,Battle-related deaths (number of people),2021 (YR2021),4966
Lower middle income,LMC,Battle-related deaths (number of people),2022 (YR2022),5607
Malaysia,MYS,Battle-related deaths (number of people),2013 (YR2013),70
Malaysia,MYS,Battle-related deaths (number of people),2017 (YR2017),1
Mali,MLI,Battle-related deaths (number of people),1990 (YR1990),457
Mali,MLI,Battle-related deaths (number of people),1991 (YR1991),59
Mali,MLI,Battle-related deaths (number of people),1994 (YR1994),106
Mali,MLI,Battle-related deaths (number of people),2005 (YR2005),12
Mali,MLI,Battle-related deaths (number of people),2007 (YR2007),39
Mali,MLI,Battle-related deaths (number of people),2008 (YR2008),112
Mali,MLI,Battle-related deaths (number of people),2009 (YR2009),126
Mali,MLI,Battle-related deaths (number of people),2010 (YR2010),28
Mali,MLI,Battle-related deaths (number of people),2012 (YR2012),218
Mali,MLI,Battle-related deaths (number of people),2013 (YR2013),805
Mali,MLI,Battle-related deaths (number of people),2014 (YR2014),189
Mali,MLI,Battle-related deaths (number of people),2015 (YR2015),172
Mali,MLI,Battle-related deaths (number of people),2016 (YR2016),96
Mali,MLI,Battle-related deaths (number of people),2017 (YR2017),359
Mali,MLI,Battle-related deaths (number of people),2018 (YR2018),521
Mali,MLI,Battle-related deaths (number of people),2019 (YR2019),603
Mali,MLI,Battle-related deaths (number of people),2020 (YR2020),580
Mali,MLI,Battle-related deaths (number of people),2021 (YR2021),726
Mali,MLI,Battle-related deaths (number of people),2022 (YR2022),1436
Malta,MLT,Battle-related deaths (number of people),1995 (YR1995),0
Mauritania,MRT,Battle-related deaths (number of people),2010 (YR2010),1
Mexico,MEX,Battle-related deaths (number of people),1994 (YR1994),145
Mexico,MEX,Battle-related deaths (number of people),1996 (YR1996),37
Middle East & North Africa,MEA,Battle-related deaths (number of people),2016 (YR2016),59921
